article_id,ticker,published_at,date,source_name,author,title,description,content,content_truncated,url,sentiment_score,sentiment_label,Open,High,Low,Close,Volume,Return_1D,MA_5,MA_21,MA_126,MA_252,Volatility_21
591,GOOGL,2026-03-27T13:28:23Z,2026-03-27,Yahoo Entertainment,Usman Kabir,Alphabet Inc. (GOOGL): Billionaire David Abrams Reduces Position,Alphabet Inc. (NASDAQ:GOOGL) is one of the 12 Best Stocks to Buy According to Billionaire David Abrams. Alphabet Inc. (NASDAQ:GOOGL) has featured in the 13F ...,"Alphabet Inc. (NASDAQ:GOOGL) is one of the 12 Best Stocks to Buy According to Billionaire David Abrams.
Alphabet Inc. (NASDAQ:GOOGL) has featured in the 13F portfolio of Abrams Capital Management si",True,https://finance.yahoo.com/markets/stocks/articles/alphabet-inc-googl-billionaire-david-132823855.html,0.6369,positive,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
592,GOOGL,2026-03-27T14:00:36Z,2026-03-27,Macdailynews.com,MacDailyNews,"Apple to open up Siri to third-party AI chatbots in iOS 27, iPadOS 27, and macOS 27","Apple plans to open Siri to third-party AI assistants, a significant step aimed at further strengthening the iPhone, iPad, and Mac as…
The post Apple to open up Siri to third-party AI chatbots in iOS 27, iPadOS 27, and macOS 27 appeared first on MacDailyNews.","Apple plans to open Siri to third-party artificial intelligence assistants, a significant step aimed at further strengthening the iPhone, iPad, and Mac as AI platforms.The company is preparing to imp",True,https://macdailynews.com/2026/03/27/apple-to-open-up-siri-to-third-party-ai-chatbots-in-ios-27-ipados-27-and-macos-27/,0.7964,positive,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
593,GOOGL,2026-03-27T15:18:48Z,2026-03-27,Decrypt,Logan Hitchcock,"Cathie Wood's Ark Invest Dumps Meta, Nvidia and Bitcoin ETF Shares in Major Tech Sell-Off",Cathie Wood's Ark Invest sold big chunks of its positions in American tech stocks and its own Bitcoin ETF as stocks and crypto slide.,"In brief
<ul><li>Ark Invest parted with nearly $41 million in META and $26 million in NVDA shares on Thursday.</li><li>Cathie Wood's firm also dumped around $11 million worth of shares in its Bitcoi",True,https://decrypt.co/362580/cathie-woods-ark-invest-dumps-meta-nvidia-bitcoin-etf-shares,0.3818,positive,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
594,GOOGL,2026-03-27T15:38:08Z,2026-03-27,Om.co,Om Malik,‘Astound’ed. Google Flips Its Fiber To PE.,"I have been a WebPass customer for years. Fast, reliable, founder-run. When there was a problem, you could reach someone who gave a damn. It was the kind of internet service that made you forget you were dealing with a utility. Then Google bought it. That sho…","I have been a WebPass customer for years. Fast, reliable, founder-run. When there was a problem, you could reach someone who gave a damn. It was the kind of internet service that made you forget you",True,https://om.co/2026/03/27/astounded-google-flips-its-fiber-to-pe/,-0.7351,negative,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
595,GOOGL,2026-03-27T15:53:17Z,2026-03-27,The Times of India,AP,Yahoo turns to AI-powered answer engine Scout to lead it back it its roots in online search,"Yahoo is exploring technology's next frontier with Scout, an answer engine powered by artificial intelligence. Scout seems insightful, based on its response to a question posed by The Associated Press about why one of Silicon Valley's brightest stars faded aw…","Internet trailblazer Yahoo is exploring technology's next frontier with Scout, an answer engine powered by artificial intelligence. Scout seems insightful, based on its response to a question posed b",True,https://economictimes.indiatimes.com/tech/technology/yahoo-turns-to-ai-powered-answer-engine-scout-to-lead-it-back-it-its-roots-in-online-search/articleshow/129850808.cms,0.4767,positive,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
596,GOOGL,2026-03-27T15:55:12Z,2026-03-27,The Times of India,Piyush Shukla,"Why is MSFT, Google, Meta, Nvidia and Tesla stocks falling big today? Here’s what’s driving the Big Tech stock crash","Big Tech stocks are under sharp pressure today. The Big Tech stock crash today is hitting Microsoft Corp, Alphabet Inc, Meta Platforms Inc, NVIDIA Corporation, and Tesla Inc together. The Nasdaq is now down over 10% from its recent peak. Investors are reactin…","The Big Tech stock crash today is turning heads across Wall Street. Microsoft Corp has dropped nearly 34% from its 2025 peak, while Meta Platforms Inc slid over 3% in a single day. At the same time,",True,https://economictimes.indiatimes.com/news/international/us/why-is-msft-google-meta-nvidia-and-tesla-stock-falling-big-today-heres-whats-driving-the-big-tech-stock-crash/articleshow/129850799.cms,-0.4019,negative,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
597,GOOGL,2026-03-27T16:09:22Z,2026-03-27,Abcnews.com,MICHAEL LIEDTKE AP technology writer,Yahoo turns to AI-powered answer engine Scout to lead it back to online search roots,"Internet trailblazer Yahoo is exploring technology’s next frontier with Scout, an answer engine powered by artificial intelligence","SAN FRANCISCO -- Internet trailblazer Yahoo is exploring technology's next frontier with Scout, an answer engine powered by artificial intelligence. Scout seems insightful, based on its response to a",True,https://abcnews.com/Technology/wireStory/yahoo-turns-ai-powered-answer-engine-scout-lead-131473137,0.4767,positive,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
598,GOOGL,2026-03-27T16:48:13Z,2026-03-27,WPLG Local 10,Michael Liedtke,Yahoo turns to AI-powered answer engine Scout to lead it back it its roots in online search,Yahoo turns to AI-powered answer engine Scout to lead it back it its roots in online searchlocal10.com,"SAN FRANCISCO (AP) Internet trailblazer Yahoo is exploring technology's next frontier with Scout, an answer engine powered by artificial intelligence. Scout seems insightful, based on its response to",True,https://www.local10.com/business/2026/03/27/yahoo-turns-to-ai-powered-answer-engine-scout-to-lead-it-back-it-its-roots-in-online-search/,0.4767,positive,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
599,GOOGL,2026-03-27T17:57:44Z,2026-03-27,Crypto Briefing,Estefano Gomez,Tech stocks lead Friday selloff as crypto breaks lower and gold and silver spike,"Tech stocks slide as broader market selloff deepens, crypto drops below key levels, and gold rises amid US Iran tensions and rising yields.
The post Tech stocks lead Friday selloff as crypto breaks lower and gold and silver spike appeared first on Crypto Brie…","Microsoft leads declines across Big Tech as geopolitical tensions, rising yields, and AI spending concerns pressure risk assets. Technology stocks fell Friday as a broader market selloff intensified,",True,https://cryptobriefing.com/tech-stock-volatility-market-selloff/,-0.6486,negative,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
600,GOOGL,2026-03-27T18:05:00Z,2026-03-27,Daily Signal,Reuters Staff,"Iran-Linked Hackers Breach FBI Director’s Personal Email, Publish Photos and Documents","REUTERS–Iran-linked hackers have broken into FBI Director Kash Patel’s personal email inbox, publishing photographs of the director and other documents to the internet, the hackers... Read More
The post Iran-Linked Hackers Breach FBI Director’s Personal Email…","REUTERS–Iran-linked hackers have broken into FBI Director Kash Patel’s personal email inbox, publishing photographs of the director and other documents to the internet, the hackers and the bureau sai",True,https://www.dailysignal.com/2026/03/27/iran-linked-hackers-breach-fbi-directors-personal-email-publish-photos-and-documents/,-0.4767,negative,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
601,GOOGL,2026-03-27T18:24:18Z,2026-03-27,The-independent.com,Michael Liedtke,Yahoo turns to AI to spark internet pioneer’s revival,Internet trailblazer Yahoo is exploring technology’s next frontier with Scout,"Your support helps us to tell the story
From reproductive rights to climate change to Big Tech, The Independent is on the ground when the story is developing. Whether it's investigating the financia",True,https://www.the-independent.com/tech/yahoo-ai-scout-search-jim-lanzone-b2947297.html,0.6486,positive,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
602,GOOGL,2026-03-27T18:34:45Z,2026-03-27,Adweek,mmwachiro,"Ticker: Versant Looking to Acquire Vox’s Podcast Division, According to Report","Rahel Solomon departs CNN, and Scott MacFarlane has a new home.","Top of the Ticker: The New York Times reports that Versant, the parent company of MS NOW and CNBC, is one of many suitors interested in acquiring Voxs podcast division.
Acquisition talks are in thei",True,https://www.adweek.com/tvnewser/ticker-versant-looking-to-acquire-voxs-podcast-division-according-to-report/,0.5423,positive,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
603,GOOGL,2026-03-27T19:15:00Z,2026-03-27,Telecompetitor,Phil Britt,"After Astound merger, Google Fiber is now GFiber","After Astound merger, Google Fiber is now GFiber
Google Fiber has rebranded itself as GFiber, a move that Melani Griffith — GFiber chief growth officer — said reflects the company’s growth into an internet service provider completely focused on creating a cus…","Google Fiber has rebranded itself as GFiber, a move that Melani Griffith GFiber chief growth officer said reflects the companys growth into an internet service provider completely focused on creating",True,https://www.telecompetitor.com/after-astound-merger-google-fiber-is-now-gfiber/,0.796,positive,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
604,GOOGL,2026-03-27T19:17:38Z,2026-03-27,The Mercury News,Associated Press,Yahoo turns to AI-powered answer engine Scout to lead it back to roots,Yahoo is leaning into AI movement with hope the technology will simplify online search.,"By MICHAEL LIEDTKE, AP Technology Writer
SAN FRANCISCO (AP) Internet trailblazer Yahoo is exploring technologys next frontier with Scout, an answer engine powered by artificial intelligence. Scout s",True,https://www.mercurynews.com/2026/03/27/yahoo-revival/,0.4767,positive,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
605,GOOGL,2026-03-27T19:33:00Z,2026-03-27,CNA,Unknown,"Iran-linked hackers breach FBI director's personal email, publish photos and documents","Iran-linked hackers accessed Kash Patel’s personal email, posting hundreds of photos and messages, though the FBI said, “we have taken all necessary steps to mitigate potential risks.”","WASHINGTON: Iran-linked hackers have broken into FBI Director Kash Patel's personal email inbox, publishing photographs of the director and other documents to the internet, the hackers and the bureau",True,https://www.channelnewsasia.com/world/iran-hackers-fbi-director-kash-patel-handala-us-israel-war-6022201,-0.4767,negative,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
606,GOOGL,2026-03-27T20:24:53Z,2026-03-27,CNBC,Ari Levy,"Tech stocks suffer worst week in nearly a year, driven down by war worries, Meta legal woes","Meta's twin legal defeats this week and a big selloff in Micron spurred a drop in technology stocks, which were broadly hit by rising oil prices.","A bad week for stocks was particularly rough for tech investors, as the Nasdaq suffered its worst weekly drop since April 2025. Meta and Micron saw double-digit drops, but the pain was felt across th",True,https://www.cnbc.com/2026/03/27/tech-stocks-iran-war-meta-verdict.html,-0.8979,negative,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
607,GOOGL,2026-03-27T20:58:37Z,2026-03-27,Japan Today,Unknown,"Iran-linked hackers breach FBI director's personal email, publish photos and documents","Iran-linked hackers have broken into FBI Director Kash Patel's personal email inbox, publishing photographs of the director and other documents to the internet, the hackers and the bureau said on Friday. On their website, the hacker group Handala Hack Team s…","Iran-linked hackers have broken into FBI Director Kash Patel's personal email inbox, publishing photographs of the director and other documents to the internet, the hackers and the bureau said on Fri",True,https://japantoday.com/category/world/iran-linked-hackers-breach-fbi-director%27s-personal-email-publish-photos-and-documents,-0.4767,negative,277.2799987792969,279.3699951171875,273.95001220703125,274.3399963378906,35890600,-0.0234230983031632,287.7380004882813,301.04888625372024,298.36392672099765,241.37654894874208,0.0163413658571282
608,GOOGL,2026-03-30T02:00:25Z,2026-03-30,Livemint,Mint Editorial Board,Social media addiction: Why the Google-Meta ruling is a warning shot for Big Tech and AI developers,A judicial verdict in America on the harms of addictive-by-design social media spotlights the menace of rash digital innovation just as AI-guided warfare raises global risks skyhigh. Think of autonomous weapons in rogue hands.,"In an age of unprecedented tech evolution, the law can easily fall behind the curve; all too often, legislation fails to keep pace. Yet, precedents matter. Last week, a jury in the US held Google and",True,https://www.livemint.com/opinion/online-views/social-media-addiction-why-google-meta-ruling-big-tech-ai-developers-addictive-by-design-tiktok-snapchat-11774806345825.html,-0.0772,negative,276.4200134277344,277.0899963378906,272.1099853515625,273.5,35141200,-0.0030618806922197,282.0260009765625,299.2374238513765,298.5805495731414,241.82028149801587,0.0157344731580458
609,GOOGL,2026-03-30T04:41:30Z,2026-03-30,Business Times,Unknown,End of an era: Fitbit Singapore winds up as Google completes takeover of fitness tracker brand,Move marks a curtain call for Fitbit Singapore about 11 years after it was registered here in February 2015 Read more at The Business Times.,Move marks a curtain call for Fitbit Singapore about 11 years after it was registered here in February 2015[SINGAPORE] Fitness tracking pioneer Fitbit is set to vanish as a standalone entity in Singa,True,https://www.businesstimes.com.sg/singapore/end-era-fitbit-singapore-winds-google-completes-takeover-fitness-tracker-brand,0.2732,positive,276.4200134277344,277.0899963378906,272.1099853515625,273.5,35141200,-0.0030618806922197,282.0260009765625,299.2374238513765,298.5805495731414,241.82028149801587,0.0157344731580458
610,GOOGL,2026-03-30T09:30:31Z,2026-03-30,Livemint,mint,The Iran war is splitting AI fortunes: Labs are less vulnerable than cost-hit hyperscalers and chipmakers,"Gulf capital and cheap energy has partly powered the AI boom—but both have been unsettled by war. As costs rise and supply chains creak, the outlook for AI infrastructure looks fragile even as software-driven AI labs look less exposed to this shock.","Some estimates have projected $2 trillion in long-term pledges from Middle Eastern nations to the AI boom, money that now looks precarious. At the same time, surging energy costs threaten to make dat",True,https://www.livemint.com/opinion/online-views/iran-war-splitting-ai-fortunes-labs-hyperscalers-chipmakers-nvidia-tsmc-openai-anthropic-11774727119280.html,-0.128,negative,276.4200134277344,277.0899963378906,272.1099853515625,273.5,35141200,-0.0030618806922197,282.0260009765625,299.2374238513765,298.5805495731414,241.82028149801587,0.0157344731580458
611,GOOGL,2026-03-30T12:28:36Z,2026-03-30,Martinvol.pe,martinvol,How the AI Bubble Bursts,"The catalysts for a crash are already laid out, and it can happen sooner than most expect. AI is here to stay. If used right, chances are it will make us all more productive. That, on the other hand, does not mean it will be a good investment. Big tech doesn’…","The catalysts for a crash are already laid out, and it can happen sooner than most expect. AI is here to stay. If used right, chances are it will make us all more productive. That, on the other hand,",True,https://martinvol.pe/blog/2026/03/30/how-the-ai-bubble-bursts/,-0.2263,negative,276.4200134277344,277.0899963378906,272.1099853515625,273.5,35141200,-0.0030618806922197,282.0260009765625,299.2374238513765,298.5805495731414,241.82028149801587,0.0157344731580458
612,GOOGL,2026-03-30T13:06:56Z,2026-03-30,The Times of India,Bloomberg,"Meta faces $310 billion market value drop on legal, AI concerns","Shares of the Facebook and Instagram parent are down 19% this month, putting them on pace for their worst performance since October 2022. That was when Meta gave a disappointing revenue outlook, and chief executive officer Mark Zuckerberg pleaded with investo…",Meta Platforms was looking like the best Big Tech stock in the market when the year began. But investors fears of legal risks and heavy spending on artificial intelligence are bubbling to the surface,True,https://economictimes.indiatimes.com/tech/technology/meta-faces-310-billion-market-value-drop-on-legal-ai-concerns/articleshow/129902024.cms,0.4404,positive,276.4200134277344,277.0899963378906,272.1099853515625,273.5,35141200,-0.0030618806922197,282.0260009765625,299.2374238513765,298.5805495731414,241.82028149801587,0.0157344731580458
613,GOOGL,2026-03-30T15:55:33Z,2026-03-30,Ibtimes.com.au,Mike Clair,"Alphabet Shares Hover Near Buy Territory As AI Momentum Offsets Macro Headwinds, Analysts Say","Alphabet Inc.'s Class C shares (GOOG) traded around $274.92 midday Tuesday in New York, up 0.42% on the session, as investors weighed the tech giant's aggressive artificial intelligence investments against broader market volatility and looming regulatory risk…","Alphabet Inc.'s Class C shares (GOOG) traded around $274.92 midday Tuesday in New York, up 0.42% on the session, as investors weighed the tech giant's aggressive artificial intelligence investments a",True,https://www.ibtimes.com.au/alphabet-shares-hover-near-buy-territory-ai-momentum-offsets-macro-headwinds-analysts-say-1865022,0.5719,positive,276.4200134277344,277.0899963378906,272.1099853515625,273.5,35141200,-0.0030618806922197,282.0260009765625,299.2374238513765,298.5805495731414,241.82028149801587,0.0157344731580458
614,GOOGL,2026-03-30T18:00:00Z,2026-03-30,OilPrice.com,OilPrice.com,Data Center Spending Is About to Rival the World’s Biggest Energy Markets,"Data center capital expenditure reached $770 billion in 2025, surpassing investments for upstream oil and gas activities in the same year. Solar PV investments, broadly acknowledged as the most substantial growth story in energy supply over the past 10 years,…","The total number of active…
Despite headlines saying that energy…
War damage is creating a…
Set us as your preferred Google source
By Rystad Energy - Mar 30, 2026, 1:00 PM CDTData center capital",True,https://oilprice.com/Energy/Energy-General/Data-Center-Spending-Is-About-to-Rival-the-Worlds-Biggest-Energy-Markets.html,-0.4951,negative,276.4200134277344,277.0899963378906,272.1099853515625,273.5,35141200,-0.0030618806922197,282.0260009765625,299.2374238513765,298.5805495731414,241.82028149801587,0.0157344731580458
615,GOOGL,2026-03-30T18:48:27Z,2026-03-30,CNA,Unknown,"Big Tech sports broadcast rights could imperil US local TV news, stations argue","March 30 : Major broadcast station owners said on Monday that U.S. regulators should address the trend of Big Tech companies acquiring the rights to broadcast football, baseball and other sporting events, saying it could weaken local TV news.Major broadcast c…","March 30 : Major broadcast station owners said on Monday that U.S. regulators should address the trend of Big Tech companies acquiring the rights to broadcast football, baseball and other sporting ev",True,https://www.channelnewsasia.com/business/big-tech-sports-broadcast-rights-could-imperil-us-local-tv-news-stations-argue-6026576,0.0,neutral,276.4200134277344,277.0899963378906,272.1099853515625,273.5,35141200,-0.0030618806922197,282.0260009765625,299.2374238513765,298.5805495731414,241.82028149801587,0.0157344731580458
616,GOOGL,2026-03-30T21:27:50Z,2026-03-30,Childrenshealthdefense.org,Jennifer O'brien,Children’s Health Defense Wins Settlement in Landmark Censorship Case,Children’s Health Defense (CHD) and the DOJ finalized a settlement in CHD’s lawsuit against key Biden administration officials accused of colluding with tech companies to censor social media content. “We brought this case years ago to challenge the Biden admi…,Childrens Health Defense (CHD) and the U.S. Department of Justice (DOJ) finalized a settlement in CHDs landmark class action censorship lawsuit against key Biden administration officials accused of c,True,https://childrenshealthdefense.org/defender/childrens-health-defense-wins-settlement-in-landmark-censorship-case-doj/,0.2732,positive,276.4200134277344,277.0899963378906,272.1099853515625,273.5,35141200,-0.0030618806922197,282.0260009765625,299.2374238513765,298.5805495731414,241.82028149801587,0.0157344731580458
617,GOOGL,2026-03-30T23:51:00Z,2026-03-30,Snopes.com,Rae Deng,Don't believe claim Pope Leo XIV gave 'fiery sermon' after Trump called him 'insult to Jesus',"Pope Leo XIV gave a ""fiery sermon"" criticizing U.S. President Donald Trump's policies after Trump called the pope an ""insult to Jesus.""","Claim:
Pope Leo XIV gave a ""fiery sermon"" criticizing U.S. President Donald Trump's policies after Trump called the pope an ""insult to Jesus.""
In early 2026, a rumor spread online that U.S. Preside",True,https://www.snopes.com//fact-check/pope-leo-trump-insult-jesus/,-0.802,negative,276.4200134277344,277.0899963378906,272.1099853515625,273.5,35141200,-0.0030618806922197,282.0260009765625,299.2374238513765,298.5805495731414,241.82028149801587,0.0157344731580458
618,GOOGL,2026-03-31T04:01:00Z,2026-03-31,Digiday,Krystal Scanlon,In graphic detail: The long road to accountability for social media platforms,"Last week's social media addiction rulings signal a fundamental shift: the platforms can now judged, not just on their content, but on how they are built and designed.","Last weeks trials marked a turning point for social media. For the first time, big tech giants were held accountable for causing harm to children and there were consequences.First, there was the New",True,http://digiday.com/marketing/in-graphic-detail-the-long-road-to-accountability-for-social-media-platforms/,-0.5423,negative,278.0400085449219,288.0799865722656,277.0899963378906,287.5599975585937,43875400,0.0514076693184415,281.45,298.34483555385043,298.9284947713216,242.3510882059733,0.0198964285640322
619,GOOGL,2026-03-31T05:32:36Z,2026-03-31,Financial Post,Bloomberg News,High-Flying Chip Stocks Bear Brunt of Iran War Risk-Off Trade,"As investors brace for a protracted conflict in the Middle East, they’re electing to sell the technology stocks that have been among the market’s biggest winners in recent months.","(Bloomberg) As investors brace for a protracted conflict in the Middle East, theyre electing to sell the technology stocks that have been among the markets biggest winners in recent months.
THIS CON",True,https://financialpost.com/pmn/business-pmn/high-flying-chip-stocks-bear-brunt-of-iran-war-risk-off-trade,0.2023,positive,278.0400085449219,288.0799865722656,277.0899963378906,287.5599975585937,43875400,0.0514076693184415,281.45,298.34483555385043,298.9284947713216,242.3510882059733,0.0198964285640322
620,GOOGL,2026-03-31T05:40:49Z,2026-03-31,Abcnews.com,ROD MCGUIRK Associated Press,"Meta, TikTok and YouTube aren't fully complying with account ban, Australia says","Australia is considering bringing court action against Facebook, Instagram, Snapchat, TikTok and YouTube after alleging they are not doing enough to keep Australian children younger than 16 off their platforms","MELBOURNE, Australia -- Australias online safety watchdog said Tuesday it was considering court against Facebook, Instagram, Snapchat, TikTok and YouTube alleging they are not doing enough to keep Au",True,https://abcnews.com/International/wireStory/meta-snapchat-tiktok-youtube-fully-complying-child-account-131565643,0.4215,positive,278.0400085449219,288.0799865722656,277.0899963378906,287.5599975585937,43875400,0.0514076693184415,281.45,298.34483555385043,298.9284947713216,242.3510882059733,0.0198964285640322
621,GOOGL,2026-03-31T06:08:33Z,2026-03-31,The Times of India,AP,"Meta, Snapchat, TikTok and YouTube aren't fully complying with child account ban, Australia says","While 5 million Australian accounts had been deactivated, a substantial number of Australian children continued to retain accounts, create new accounts and pass platforms' age assurance systems, the report said. Courts could order fines of up to 49.5 million …","Australia's online safety watchdog said Tuesday it was considering court against Facebook, Instagram, Snapchat, TikTok and YouTube alleging they are not doing enough to keep Australian children young",True,https://economictimes.indiatimes.com/tech/technology/meta-snapchat-tiktok-and-youtube-arent-fully-complying-with-child-account-ban-australia-says/articleshow/129917662.cms,0.4215,positive,278.0400085449219,288.0799865722656,277.0899963378906,287.5599975585937,43875400,0.0514076693184415,281.45,298.34483555385043,298.9284947713216,242.3510882059733,0.0198964285640322
622,GOOGL,2026-03-31T10:00:00Z,2026-03-31,Stratechery.com,Ben Thompson,Apple’s 50 Years of Integration,Apple has survived 50 years by being the only company integrating hardware and software; if the company loses because of AI it will be because the point of integration changes.,There is a weird phenomenon as a sports fan where the athletes on the field or court are older than youand then they’re your ageand then they’re all younger than you; for me the last athlete I could,True,https://stratechery.com/2026/apples-50-years-of-integration/,0.1531,positive,278.0400085449219,288.0799865722656,277.0899963378906,287.5599975585937,43875400,0.0514076693184415,281.45,298.34483555385043,298.9284947713216,242.3510882059733,0.0198964285640322
623,GOOGL,2026-03-31T10:22:55Z,2026-03-31,Barchart.com,Neha Panjwani,What to Expect From Alphabet's Next Quarterly Earnings Report,"Alphabet will release its first-quarter earnings soon, and analysts anticipate a low single-digit profit dip.","Mountain View, California-based Alphabet Inc. (GOOGL) is a multinational technology conglomerate holding company offering various products and platforms. With a market cap of $3.3 trillion, GOOGL pro",True,https://www.barchart.com/story/news/1058652/what-to-expect-from-alphabet-s-next-quarterly-earnings-report,0.0,neutral,278.0400085449219,288.0799865722656,277.0899963378906,287.5599975585937,43875400,0.0514076693184415,281.45,298.34483555385043,298.9284947713216,242.3510882059733,0.0198964285640322
624,GOOGL,2026-03-31T12:21:40Z,2026-03-31,Financial Post,Bloomberg News,"Nvidia-Tied Debt Deal Turbocharges a 30,000-Acre Data Center Bet","When JPMorgan Chase & Co. hit the market to sell $3.8 billion worth of junk bonds for the construction of a data center backed by Nvidia Corp., investors piled in, placing some $14 billion of orders by the time the sale wrapped up.","Over the last two years it doubled its footprint and aims to secure over 22 gigawatts of electricity, the power needs of some 20 million households, for data centers. 
The goal, it tells investors,",True,https://financialpost.com/pmn/business-pmn/nvidia-tied-debt-deal-turbocharges-a-30000-acre-data-center-bet,0.34,positive,278.0400085449219,288.0799865722656,277.0899963378906,287.5599975585937,43875400,0.0514076693184415,281.45,298.34483555385043,298.9284947713216,242.3510882059733,0.0198964285640322
625,GOOGL,2026-03-31T14:12:36Z,2026-03-31,Ibtimes.com.au,Mike Clair,Alphabet Shares Climb as Analysts Affirm Long-Term Buy on AI Momentum and Cloud Surge,"NEW YORK — Alphabet Inc. shares rose more than 2% in early trading Tuesday, with the Google parent's Class C stock (GOOG) climbing to around $280 as Wall Street largely reaffirmed its bullish stance on the tech giant's long-term prospects amid accelerating ar…","NEW YORK — Alphabet Inc. shares rose more than 2% in early trading Tuesday, with the Google parent's Class C stock (GOOG) climbing to around $280 as Wall Street largely reaffirmed its bullish stance",True,https://www.ibtimes.com.au/alphabet-shares-climb-analysts-affirm-long-term-buy-ai-momentum-cloud-surge-1865104,0.296,positive,278.0400085449219,288.0799865722656,277.0899963378906,287.5599975585937,43875400,0.0514076693184415,281.45,298.34483555385043,298.9284947713216,242.3510882059733,0.0198964285640322
626,GOOGL,2026-03-31T15:18:40Z,2026-03-31,Colossus.com,Unknown,Project Mario: the inside story of DeepMind,The inside story of how DeepMind’s experiments in AI safety governance transformed Demis Hassabis from an idealist into a realist,"Subscribe to print for your office or home.
The following is an exclusive excerpt adapted from the author’s new book, THE INFINITY MACHINE: Demis Hassabis, DeepMind, and the Quest for Superintellige",True,https://colossus.com/article/project-mario-demis-hassabis-deepmind-mallaby/,0.128,positive,278.0400085449219,288.0799865722656,277.0899963378906,287.5599975585937,43875400,0.0514076693184415,281.45,298.34483555385043,298.9284947713216,242.3510882059733,0.0198964285640322
627,GOOGL,2026-03-31T16:11:12Z,2026-03-31,Fortune,Jake Angelo,Marc Andreessen says AI layoffs are a farce—companies are 75% overstaffed and AI is the ‘silver-bullet excuse’ to clean house,The venture capitalist thinks companies are citing AI as an excuse to cut down workforces for alternative reasons.,"The promise of AI-driven productivity has many employees fearing for their heads. But to Marc Andreessen, co-founder and general partner at Andreessen Horowitz, the technology is more of a bogeyman,",True,https://fortune.com/2026/03/31/marc-andreessen-ai-layoffs-silver-bullet-excuse-overhiring/,-0.1779,negative,278.0400085449219,288.0799865722656,277.0899963378906,287.5599975585937,43875400,0.0514076693184415,281.45,298.34483555385043,298.9284947713216,242.3510882059733,0.0198964285640322
